,Review,Rating,hotel_name
8931,Room was not so clean. Also rooms on the ground floor series to be much more clear and well maintained as compare to rooms on 1st floor.,4,Hotel Campal
8932,"Nice location, nice staff, nice room and very convenient to the market.
Nothing, all are fine, staff are very supportive.",5,Hotel Campal
8933,"Hotel located in quite good place. Its near to beach, market and its location center of the city. Walk able distance to casinos. Rooms are good and clear. Order the food from room they serve late more than the time mentioned in the menu card. Reasonable Price for food items.",3,Hotel Campal
8934,"The staff at the hotel were very helpful.
Awesome stay. The staff were very helpful.",4,Hotel Campal
8935,We were a lot ed a room which was smelling so they gave us another room. Checked out the next day and had a bus to catch for 7pm. They not only allowed our luggage but also gave us a room to freshen up which was a great gesture. I would sure recommend this hotel to everyone as the staff was very kind and helpful . The location was 15 minutes walk from the casinos and you get a bus from the main road to go to the miramar beach which wasn't a good beach at all. Dirty and awful.,4,Hotel Campal
8936,"Initially the stay we felt very nice, but very bad service given by staff. I will personally never recommend your hotel nor I will come bck here again .. Request you to kindly call me for further clarification.",1,Hotel Campal
8937,"Good one, economic yet luxury. Room quality is fair enough ... Truly value for money .. Good house keeping. Quite and calm. Good atmosphere. Restaurant Dawaat is good .. Good choice for family and couple. Go Goa ..",5,Hotel Campal
8938,It was my 3rd visit and the Hotel is good for the family and the rooms are spacious.,4,Hotel Campal
8939,It was everything I needed place was perfect no disturbance,4,Hotel Campal
8940,Miramar beach and madovi river is very near and facilities are good except T V channel was not coming even we were not bothered for that because Goa is to roam not to stay in room. Staff are well dressed and behaved which we liked.,5,Hotel Campal
8941,"It was easy to find, very clean and the staff was welcoming. Hotel was very clean as well as the room. I feel the price is reasonable for the quality lodging. We've been very happy with our experiences at this hotel and will continue to stay here in the future.",4,Hotel Campal
8942,"Very peaceful environment. Good location. Staff was also good and value for money. Many facilities are also available. Clean rooms, water also available all the time. I suggest that to the travellers. I am also happy with the food.",5,Hotel Campal
8943,"Good hotel, very near to Miramar beach. The staff is very cooperative. The food from the restaurant is also good. Very spacious rooms. Miramar beach is just on walking distance and the locality is very peaceful. Best for honeymooners. Will love to go again.",3,Hotel Campal
8944,"It is an average hotel. Location is a plus point. Otherwise, it is just an average hotel. In comparison to Mumbai, it seems costly though. I think if booking is done online with some discount coupon, they provide the not-so-good-type rooms. Just OK kind of.",4,Hotel Campal
8945,"1. Location is very good, and beautiful, rooms are neat, but had bed bugs !!
2. Service staff not given clear instructions by owner/manager, hence giving frustration to customer.
3. Rude behavior by manager.
4. A juice costs Rs 118
5. Ritz classic is good hotel nearby. Don't forget to try out the fish items here.",2,Hotel Campal
8946,"Pros
1. Parking
2. City access
3. Clean
4. Value for money Cons:
1. Service : some times hotel staff just ignores your request. You need remind them",4,Hotel Campal
8947,"All are good,neat and room service people also good but only thing is language the room service people not understand what I am saying if I show the picture or video they got and done good.
Nice but language problem only.",4,Hotel Campal
8948,"Its nice hotel with average budget. No extra facilities are there like gym, spa, swimming pool.however hotel stay is good. Restaurant was nice and cheap food you can get there. Overall it was good as per budget.",4,Hotel Campal
8949,Location is good but no restaurant facility,3,Hotel Campal
8950,"Surrounding atmosphere is very nice. Also here nearby very interesting place. Casino pride ...
It is a central of Goa so very easy to go in north and south Goa.
Interesting place stay here
So must enjoy",5,Hotel Campal
8951,Toilet was not cleaned on arrival. Substandard service. Reponse times for fixing things averages half an hour. multiple reminders are required. staff do not know how to operate their own equipment like hot water in shower. dirty restaurant in morning. this hotel is only recommended if you want to stay in the city as it is conveniently located. room size is good but the staff just do not have a sense of cleanliness. probably good for people who come for 1 night stays. not for families.,2,Goa Woodlands Hotel
8952,Cleanliness is Average . . Spider webs on the room wall. Check in was delay. I have to wait for half an hour to get the room. Location is Good and Veg Food is also tasty. Walking distance to bus stand and Taxi stand. Room was Big. Overall its nice stay.,3,Goa Woodlands Hotel
8953,OK stay.,3,Goa Woodlands Hotel
8954,Good central place in south goa.,4,Goa Woodlands Hotel
8955,"Business Visit to Goa, Venue is in perfect location, Heart of the city. Good hotel with lot of space in the rooms, well define space for various functions like eating area, work table, comfortable sofa chairs etc. Good Wi-Fi connectivity with good speed. Food quality & taste is extremely good. I am impress with great food with lot of Variety.",5,Goa Woodlands Hotel
8956,Spacious rooms. Hotel location very near to Colva beach. Room service and hotel staff was helpful.,4,Goa Woodlands Hotel
8957,"Spacious and nice rooms, great location, average breakfast, overall good value. The reception staff were a bit grumpy and unfriendly, but that didn't affect me much. Wish there was a mini fridge in the room, otherwise a good old property! Will definitely stay here again if in Margao to do my shopping - nowhere close to beaches!",4,Goa Woodlands Hotel
8958,We reached at time .. Overall good experience no any inconvenience. Serene beauty was seen and market was near by .. Lift is not available for 5th floor .. This. Was little annoying due to luggage .. Overall will rate it more than average ..,4,Goa Woodlands Hotel
8959,Good hotel and nice food quality,5,Goa Woodlands Hotel
8960,"Fantastic room, first class services and good quality of food.",5,Goa Woodlands Hotel
8961,Best hotel for people looking for budget property. Nice and very clean and friendly staff. Spacious rooms and good food.,5,Goa Woodlands Hotel
8962,A very convenient location and close to all travel modes with easy access to rail and road transport. Decent restaurant and fair cost. The hotel rooms are OK with most amenities in place as expected in 3+star hotel.,3,Goa Woodlands Hotel
8963,"Rooms are very spacious and being maintained neat and clean and the room rent is worth payable. Rent is rather cheaper in the festive season. Room boys and other staff are very humble and highly cooperative they never asked for tips of money. Bath rooms are maintained neat & clean and in hygienic condition. Separate Restaurants are there for vegetarian and non vegetarian meals. Food is very good and price is very cheap. The Hotel is excellent for family as well as newly wedded couples. To sum up, the Hotel is symbol of excellent hospitality.",5,Goa Woodlands Hotel
8964,"Hotel looks very dirty from outside by its building but do not believe what looks out, from the inside its big and good hotel. Rooms are very spacious and all amenties are in functions. This hotel looks very old therefore once you enter in room, you will find littile stink or smell, however overall it is value for money. We left early morning and spent just one night therefore can not say about breakfast.",4,Goa Woodlands Hotel
8965,"Good hotel, location is very good, rooms are spacious, front desk staff is good and polite. Rooms are clean with all the facilities. Breakfast was good. Located in main market. Overall expirence was good.",4,Goa Woodlands Hotel
8966,Hotel was nice. Room service was good. Hotel staff was very nice. Location is 10 minutes away from the Margao station all taxi drivers recognize it by name only. You can find taxi from 500 meters. But main area in Goa is Panjim so if you are visiting for tour purpose then book hotel in Panjim otherwise this hotel is great.,5,Goa Woodlands Hotel
8967,Was satisfied with the service value for money not had breakfast but food was below average order dinner from room. It's. Taken much time. Then. Usually also. Baste not. That. Good. They need to improve on their food taste etc ..,3,Goa Woodlands Hotel
8968,Hotel was good but they only provide 1 litre of water for 2 people a day breakfast is average.,3,Goa Woodlands Hotel
8969,Location of the hotel is good. Room was spacious and clean but disappointed with food which was very poor.,4,Goa Woodlands Hotel
8970,Great stay it was. Only drawback is nil parking space and no arrangement for driver.,4,Goa Woodlands Hotel
8971,Stay at wood land Hotel was very good. The room services were fantastic. All the food items were tasty and yummy,4,Goa Woodlands Hotel
8972,I was planning to stay there more than 4 days but room was too small and food was not good. SonI changed my mind and just stayed only for 1 day.,4,Goa Woodlands Hotel
8973,Good hotel for business traveler who like to stay in city area. The hotel rooms are spacious & breakfast menu is also good. City bus stand is at walking distance from this hotel. Only con was the smelly pillow covers which got changed after complaint.,5,Goa Woodlands Hotel
8974,"Sometimes memories are all one can carry anywhere. It gets more sweet when business trips are accompanied by trips to beaches and clubs. Because we do sometimes forget the little things like a routine of cold coffee and hot chocolate but Hotel staff reminds you even if you forget your routines, to get a wake up call if you forget/skip to have breakfast. Best place to stay in Goa for family vacation and business negotiations.",5,Goa Woodlands Hotel
8975,Room service was prompt service,5,Goa Woodlands Hotel
8976,We have booked it as I found t pretty cheap for the money on a new year eve. Well not was surprised to know about the facilities. Well they were quite good on their words with the service but stand up the class on food. Front dusk was quite helpful and the on call lobby did their job happy.,3,Goa Woodlands Hotel
8977,"Good Cleanliness and amenities. Excellent.
Excellent. Cleanliness. Overall good.",5,Goa Woodlands Hotel
8978,There is no responsible for any problems in hotel this time very bad experience. I book by MMT and had given me 5th floor and want change my room on another floor but he told we can not change. Very bad experience.,1,Goa Woodlands Hotel
8979,We stayed in this hotel just for 2 days ... It's in middle of the city .. And all the beaches are just 5-6 kms from this Hotel ... Rooms are very spacious and clean .. Staff is friendly. Food is awesome.,3,Goa Woodlands Hotel
8980,"Location is very good, market nearby with lot of options of Old Goa bar and restaurants.",5,Goa Woodlands Hotel
8981,Good hotel. Well maintained. Food was tasty.,4,Goa Woodlands Hotel
8982,"The hotel is very nice place to stay, especially for Families. The only challenge is the restaurant, where there isn't much options and the restaurant service is very bad.",4,Goa Woodlands Hotel
8983,I liked the big rooms and service,4,Goa Woodlands Hotel
8984,This hotel is in go a. Good hotel and clean maintenance and room facilities are nice. The cost I feel little bit higher side. The location is prime. Good connective. Finally is good to stay.,3,Goa Woodlands Hotel
8985,Everything was in order and perfect. I was happy for staying over there. I shall prefer to stay over there only in my future trips. I shall also recommend to all my friends and kins to stay over there. I was impressed over the service of all departments.,4,Goa Woodlands Hotel
8986,Overall it was good experience.,5,Goa Woodlands Hotel
8987,"We checked in on 19th Feb night. They gave us the worst room by charging the amount of a luxury room. Insects were there on the bed and towel, bed sheets, pillow cover etc were not clean. It seems they did not clean the room properly .",2,Goa Woodlands Hotel
8988,"The room was dirty wardrobe full of dust, bathroom not clean. They don't have porter to take your luggage during check in and checkout. Very bad service",1,Goa Woodlands Hotel
8989,IT IS VERY NICE HOEL AND I LOVE TO STAY THERE AGAIN AND AGAIN . THIS WAS MY 2ND VISIT THERE . THIS IS VERY NEAT CLEAN AND GOOD LOACTED IN MARKET . BEACHES IS VERY NEAR FROM THERE . OVERALL MY RESPONSCE FOR HOTEL IS VERY VERY GOOD WITH EXCELLENT SERVICE,5,Goa Woodlands Hotel
8990,It is a wonderful value Hotel to stay. Hotel provides best service to its guest. It is clean and provide value for money. At the end it makes you happy for the choice you made by selecting it. Staff goes extra mile to make sure you don't experience any hurdle. Breakfast is awesome.,4,Goa Woodlands Hotel
8991,"Overall the hotel stay was excellent and service providers of the hotel is good. The location of the hotel was good and the other things of the hotel is like transport links are excellent. Communications to the city centre was good. The market, station etc are all good.",4,Goa Woodlands Hotel
8992,"Both are the best, we can't have better location in Margao City if one is traveling for business",4,Goa Woodlands Hotel
8993,"As stated in your website the hotel was situated very near the railway station and the ambience, service, food etc was excellent. I have already recommended the hotel to my relatives and friends and wish to go and stay there again during the year end.",4,Goa Woodlands Hotel
8994,"The hotel is very near to madgaon railway station and that is the only plus to the hotel, the rooms are clean and the service is good. Overall it is an average two star rated hotel. The complimentary breakfast is very bad, otherwise the restaurant food is OK.",2,Goa Woodlands Hotel
8995,"It was very clean, hygiene and social was distancing maintained always. Courteous staff.",5,Goa Woodlands Hotel
8996,"Good ambience, clean rooms, service is very good, good to stay value for money, location is also very good located in the central placeof Margao, Staff is also very good. Food quality is also very good.",5,Goa Woodlands Hotel
8997,Clean rooms. Staff were helpful and cooperative.,5,Goa Woodlands Hotel
8998,Satisfactory safety compliances.,5,Goa Woodlands Hotel
8999,The staff in the hotel is very cooperative. Hotel rooms are very and facility provided is also very good. Market place and tourists spots are easily accessible and the outside view of hotel is also very. Overall it's a good hotel to stay.,5,Goa Woodlands Hotel
9000,Good location food & service from staffs. Situated in mid of the city & is having excellent facilities,5,Goa Woodlands Hotel
9001,Very much enjoyed staying at this hotel. Value for money. Family hotel. Good hotel nearly located from madgaon railway station. Just 2kilometers away from railway station. Location is very easy to find and fuel station also very nearby from this hotel.,4,Goa Woodlands Hotel
9002,"The Hotel is close to the railway Station and easy to commute.
Would strongly recommend to work on the interior and upgrade.",4,Goa Woodlands Hotel
9003,Location is central of madgaon that's why there is good market too costly and transport facilities not available when we moving surrounding that area. Otherwise hotel staff behave politely and provide servieses on time. Only that the room cleaner has not clean room properly. So I will give 4. 5 ranking that hotel.,4,Goa Woodlands Hotel
9004,Hotel is good But the restaurant service is slow But food is good all the time Hotel is quite clean room service is very slow Every time I need to call 2 times 4 anything Staff is good and friendly Beaches and market nearby,4,Goa Woodlands Hotel
9005,"Location and food is very good
Staff and security not wearing mask",3,Goa Woodlands Hotel
9006,"Very good view, best room and good food.",5,Goa Woodlands Hotel
9007,Excellent food and great service,5,Goa Woodlands Hotel
9008,Best hotels to stay in Madgoan. Close to city nearest railway station. Hotel room is excellent. Breakfast is one of the best with a different variety. The very good thing with a hotel is they have tied up with the local tour for north and south Goa. They pick you in front of hotel gate in mornings Stayed for 3 days and excellent place in Goa Woodlands. Staff is very courteous I will come back next time to stay in this hotel. Thank you make my trip.,5,Goa Woodlands Hotel
9009,Cleanliness is good. Rooms good. Staff good. Breakfast not much variety. Room service is also slow. Overall a nice stay.,4,Goa Woodlands Hotel
9010,Pleasant stay with smooth check-in. Spacious room. Breakfast with plenty of variety. Over all enjoyed my stay. Will come again.,5,Goa Woodlands Hotel
9011,"It was fantastic .. Hotel was good ... Staff was friendly & helpful .. I liked the rooms of hotel, quality of food can be improved .. Rest all was great .. Will definitely book a room next time.
Thank you!",4,Goa Woodlands Hotel
9012,"Good spacious and courteous stay.
The room was spacious and clean, good thing. The breakfast must have more variety.",5,Goa Woodlands Hotel
9013,Location is within city and one can easily reach to the hotel and good connectivity. Spacious room and very neat and clean. Well maintained hotel. Staff are very cooperative. But foo ding is very costly as compared to market rate.,4,Goa Woodlands Hotel
9014,Good Hotel with nice behaving staff.,5,Goa Woodlands Hotel
9015,"I am a business traveler I was looking for a place near to market and this was the place and the hotel is pretty much affordable, and service is good only some parking problem for four wheler you have to park on the road. But WiFi and breakfast was good. Overall a good hotel for a business traveler.",3,Goa Woodlands Hotel
9016,"This hotel has everything you will look for in a budget hotel. Great location, great room service, friendly staff, good food.
Everything is great with the hotel. Only thing can be improvised to make little ventilation in bathroom.",5,Goa Woodlands Hotel
9017,Hotel is Worth of your money spend there. Staff behaviour is so professional and polite. Food is of good quality. Overall Hotel is a excellent and Worth to stay. Will prefer again to stay. Best of luck guys.,4,Goa Woodlands Hotel
9018,"We had a very great experience at woodlands hotel. The staff is overwhelming, food is great so is the ambience. Rooms were also good overall a great experience. We loved everything about it. The location is good it's accessible from all transportation.",4,Goa Woodlands Hotel
9019,"Hotel is nice and situated in Heart of the city, very near to Railway Station, little far from KTC bus stand. Food, Breakfast is very good, nice rooms and amenities. Staff is very Co. Operative. Next time I will definitely stay here.",5,Goa Woodlands Hotel
9020,"The location in centre. Sanitized, clean room. The food quality and variety is good. Enjoyed my stay!",4,Goa Woodlands Hotel
9021,Woodland is in nice location. Rooms are neat and clean. Food is also good and service was awesome. I planned 2 days stay and stayed for 4 days without any discomfort. It is next to city bus stand and just walk able from bus stand. Same can be recommended to anyone who is looking for budget hotel.,5,Goa Woodlands Hotel
9022,"ve for 4 nights .. As per my asseRavinder Reddy . Family Traveller . Oct 18, 2017Breakfast was very poor. WiFi was very poor .. Restaurant staff are very rude .. And front office women staff are very pleasing .. Hotel looking old .. Rooms not having ventilation. Lighting in the room is poor .. Not having sufficentparking place .. Food quality is OK",2,Goa Woodlands Hotel
9023,"Good place to stay. Too good to stay here ... Value plus hotel by makemytrip
Colva beach is very near. Friendly staff and clean interiors and rooms. Facilities are very good. Nearby shopping is also fine.",4,Goa Woodlands Hotel
9024,"Hotel is located at around 6 km from railway station. It took 150 rupees by auto to reach? Hotel. The room is very big in size, bed sizes are good for 4 person comfortable. The nearest beach is Colva beach around 6 km. The beach was very good. Very clean. Plan for atleast 3 days to enjoy full Goa. The hotel is not near beach but is comfortable for family. Overall nice experience.",3,Goa Woodlands Hotel
9025,We had a mixed experience of the hotel. Had read about the bed sheets not being changed but never thought we would experience it as well. Room service was decent but some of the staff were not aware of the services the hotel offered. Had some problem with the bathroom shower tap and drainage issues on the last 2 days.,3,Goa Woodlands Hotel
9026,It was good. Staffs were nice and responsive.,3,Goa Woodlands Hotel
9027,"We really enjoyed our stay at this hotel. The rooms are spacious and clean. Staff was cooperative too. Loved the food. Location is an added advantage as the hotel is situated in the main market in Margao. A great stay overall, in fact a luxurious stay. Will surely recommend this hotel if one has to stay in Madgaon.",5,Goa Woodlands Hotel
9028,"Location is very convenient, room that we stayed in was spacious for 3, well maintained and good bathroom with hot water on tap. Room service was erratic, the service boy was not even ready to give us 3 cups to drink tea. Other than that, restaurant on premise served good food - including breakfast.",4,Goa Woodlands Hotel
9029,Good helpful and courteous staff. Decent food quality. Good breakfast,4,Goa Woodlands Hotel
9030,Room were clean and location was superb. Hotel staff were well behaving and friendly too Well decorated room and neat and clean. Facilities provided like water bottle was awesome in hotel without any extra charges,3,Goa Woodlands Hotel
9031,It's one of the best hotel I have visited till date under a good budget.,5,Goa Woodlands Hotel
9032,I arrived at Goa Woodlands on 6th and I was happy to note that the staff were aware of my booking made through Makemytrip. They were courteous. The staff attended to my needs. I wanted peace and they didn't bother me for any queries. The room was clean and I requested for a mosquito mat which they obliged. I enjoyed the hot water. I had breakfast which was as per Goa standard and the place was ideally located centrally. I enjoyed my stay.,5,Goa Woodlands Hotel
9033,"Fantastic staff, perfect location for buses and trains and spotless clean rooms. Air condition was amazing.",5,Goa Woodlands Hotel
9034,"Prime Location in City, clean Hotel, service was OK. Best if you looking for just a stay like a business trip. We had to spend a day in Madgao and catch a train next day early morning so it was a very good hotel option for us.",4,Goa Woodlands Hotel
9035,Excellent hotel for families to stay.Room and toilet are very neat.Hotel located right at the center and near to railway station.Verity of food available and restaurant is very neat. Staff are very friendly.I am very much satisfied with the hotel.,5,Goa Woodlands Hotel
9036,"Great location, not so great food, good room ambience and value for money except the food.",4,Goa Woodlands Hotel
9037,Location was very approachable and near to the Market .. Having all facility Staff is very supportive. Value for money .. Will love to stay again here .. Recommend to all type of holiday lovers.,4,Goa Woodlands Hotel
9038,"Services were not good as expected, breakfast timings has to be till 10:30 am. Room service not available after 10 pm if we are hungry. Restaurant staff is rude and unprofessional and don't care about guest, though breakfast was okay nit that great. Could have been good if they served fresh fruit juice instead of packed juice. Bathrooms don't have bucket and mug also no ventilation.",1,Goa Woodlands Hotel
9039,Good location food super and price also comfort maintenance good,5,Goa Woodlands Hotel
9040,Very calm and clean olace. Breakfast is average. Breakfast timing is too early.,4,Goa Woodlands Hotel
9041,I have stayed at this hotel in 1980 but now very nice after refurnishment.,5,Goa Woodlands Hotel
9042,"Was looking for room a day before and as always MMT came as a rescuer. Decent hotel for family people to stay in South Goa. There is jo direct beach near by but there are local tour buses that takes you for tour of day. Nice hotel, clean room, polite staff.",4,Goa Woodlands Hotel
9043,"Good location in Madgaon. Nice clean and hygienic room.
Nice and clean room. Good natural light.",5,Goa Woodlands Hotel
9044,"Every thing is good except Wi-Fi networking which is very slow, can be improved. Otherwise value for money, food excellent, staff very very cooperative. Especially arranging food in odd time. Thanks to front office those who are on night duty are excellent.",5,Goa Woodlands Hotel
9045,Very convenient location. All types of food available. Rooms are clean and service is good.,4,Goa Woodlands Hotel
9046,Good value for money location convenient,4,Goa Woodlands Hotel
9047,Clean and well maintained and services are good,5,Goa Woodlands Hotel
9048,"Located near main market, rooms are spacious, food is good, service is efficient",4,Goa Woodlands Hotel
9049,"His is a very decent hotel with very decent budget hotel you won't find else where in Goa. Rooms are like a star hotel. This is the best hotel I found in Goa, make my trip has done a good job. This hotel is situated in South Goa, Margao, near by sightseeing are Calangute and Colva beach with churches to see",5,Goa Woodlands Hotel
9050,"It was more than I expected. Everything was well and good. Beginning from the staff behaviour, it was very quick, helpful and supportive. Fully AC and spacious room. Comfortable spring beds, 40 inches LED TV, WiFi, No minibar, nice and cleans stuffs in room. Hot & cold water, proper stuffs is washroom. I would say everything was fantastic. Food was good not the best but also above the average with Complementary Breakfast. Will prefer definitely on next visit. Thank you Goa Woodland Hotel.",5,Goa Woodlands Hotel
9051,"Overall good hotel. Just lacking with facilities like swimming pool and all. Taxes are so high on food
Hotel is good in terms of neatness, rooms, beds, breakfast and services. They will give value for money and quick services. Breakfast is also good. Decent budget hotel",4,Goa Woodlands Hotel
9052,"Actually, my colleague stay at woodland hotel when he come at Goa. So he suggested me this hotel and we had done two days stay at woodland its provide good services .. Overall fantastic job doing they. They doing room cleaning properly.",5,Goa Woodlands Hotel
9053,"The location, staff and service is good. Convenient to stay. It's my solo and official tour. Good experience. Restaurant is good and clean, food is awesome. Want to visit again and want to suggest also. Staff also cooperative and service is value for money.",4,Goa Woodlands Hotel
9054,"Walking distance from the local market, ideal for local shopping and close to Colva and Bernallium beach.
Hotel service is good, reception people are cooperative. The famous Palolim beach is also not very far, one hour drive from the hotel and enroute scenic beauty is wonderful. Would suggest visitors to stay in Woodland hotel.",5,Goa Woodlands Hotel
9055,Good for stay single and couple both... Rooms are clean and very good room service.. Delicious breakfast complimentary.. Near the Maregaon railway station.. Market and beaches are near the hotel.. One of the best hotel of south Goa.,4,Goa Woodlands Hotel
9056,A good hotel right in the heart of the city near to Madgaon Junction railway station and bus stand thanks MMT for the discount. Fully satisfied service is also good and very fast to act. I recommend to those who look for budget and value.,5,Goa Woodlands Hotel
9057,"It is very good hotel especially for middle group of people who have to spend money carefully. Most important thing of the hotel is its location, it is in the middle of Goa, anywhere you can reach in one hour time. The Restaurant ., and all other ambience are excellent. We are staying almost since ten years.",5,Goa Woodlands Hotel
9058,Close to market and very comfortable. Got early check in. Breakfast spread has to be improved. Hotel close to market and from station and ventral lyrics located. Service was quick and efficient. WiFi service extremely poor.,3,Goa Woodlands Hotel
9059,"Hotel in middle of the city and convenient to for market. Taken help in booking sight seeing. Good food. No doubt in rating.
Satisfied. Good service. Good staff.",4,Goa Woodlands Hotel
9060,Good Hotel. I just was in to sleep the night. Did not use any facilities.,4,Goa Woodlands Hotel
9061,"The location is in the heart of the city. But who goes to Goa and wants to stay in the city. Rooms are quite big and comfortable, however no other amenities such as swimming pool, gym are available at the hotel. If you would like to stay for 3-4 days at Goa and need a value for money hotel, then this is the place to go.",3,Goa Woodlands Hotel
9062,It was an routine business trip. Hotel was good. Location is not inside from Madgaon st stand but worth staying. Food was great and complimentary breakfast is average. Any ways I rate hotel 3/ 5 is OK.,2,Goa Woodlands Hotel
9063,"Our stay at Goa Woodland was wonderful nice hotel. Helpful staff, location near Margaon Garden breakfast also very good. Value for money. Hotel give us 24 Hours room service. I recommend this hotel for every business people.",5,Goa Woodlands Hotel
9064,Nice hotel will prefer to stay as nice staff and also good food. Rating this hotel as 5/5 because all are perfect. Just add one point do not book bike from hotel without watching because I have wasted money in bike due to that. Remaining all good. All the best.,5,Goa Woodlands Hotel
9065,"Bigger and well maintained rooms, located in market, they serve good food, still more options in nearby restaurants, staying with them for past 20 years. It is always pleasure to be their guest.",5,Goa Woodlands Hotel
9066,A decent hotel with good service and near to city station. The restaurant attached is very good and staff is very helpful. Recommended to all planning to stay in south Goa. Good for couples and family.,4,Goa Woodlands Hotel
9067,Nice rooms and value for money.,4,Goa Woodlands Hotel
9068,Good for both family and bachelors. Located in hot of the madgaon city,5,Goa Woodlands Hotel
9069,"The ambience of the hotel is good but the service is terrible, if I could give rating I would, the staff doesn't even know the basic customer service value. But I would say the restaurant service was good",2,Goa Woodlands Hotel
9070,Enjoyed would recommend to all my network They said complimentary breakfast then they told you have to pay,1,Goa Woodlands Hotel
9071,Wonderful experience as usual. I have been coming to woodland since last 10 years and every time it is perfectly same.,5,Goa Woodlands Hotel
9072,Hotel Goa Woodlands is a Good Hotel in Margao It is a Business Hotel and Good for Stay for Business Trips and business Meetings The Location is good and convenient The rooms where clean. The Complimentary Breakfast was average. On my view its very good,4,Goa Woodlands Hotel
9073,It was really a commendable stay everything was well managed and arranged,5,Goa Woodlands Hotel
9074,"This hotel has very good service and rooms are too good
You will fell that you are in 4-5* room, worth for money but situated in south Goa in mudgao where you have nothing to see and market closes at 8:00 pm only
Everything you like in Goa is in north side which takes 2 hour to reach from there and taxi will take min 1000 rs for every trip
Will suggest couples to stay in north Goa only near Panaji",4,Goa Woodlands Hotel
9075,Overall A very Good Experience.. I stayed For 3 night's with my family the staff is very helpful it don't have any flaws only excluding the WiFi problem the room interior cleanliness is properly done room service is also good it near from the bus stand and station is 3km away its my one of the favourite hotel And its affordable also.,5,Goa Woodlands Hotel
9076,"We had stayed in Goa Woodlands back and had liked it then. Happy to note that this hotel has maintained its standards over the last 4 years. there was some pavement construction going on 4 years back and unfortunately the same type of construction, with jack hammer drilling going on this time also. That was the only bad part. Food in range was excellent and reasonably priced. We had lunch there on 2 days. No regrets. The complimentary breakfast at 4 sea was a bit spar tan. Choice was minimal, and not in line with the overall great experience otherwise. They were also playing some bill wood racy tunes in the morning very unlike the atmosphere in the adjoining range. They need to improve this aspect please provide better breakfast.
The room had 3 good sized beds, and we were pleasantly surprised that they could offer this triple occupancy, without the need for extra temporary bed as in other places. This was the best part of the stay. The wardrobe is a bit old its doors do not move smoothly and its interiors need to be repainted. But it is spacious and clean.",5,Goa Woodlands Hotel
9077,I and my wife enjoyed the stay in Goa woodlands as its situated in the middle of Margao city. From where North Goa is also easily reachable anytime. Room is good and very spacious with all basics amenities and facility. Staff is so kind and helpful. Only one drawback is that breakfast buffet is limited but great foods.,4,Goa Woodlands Hotel
9078,The location is near from railway and bus stand. The rooms are neat and clean. Hospitable staff. Spacious room. Food quality is excellent. Worth money you spent. Overall enjoyed my stay,4,Goa Woodlands Hotel
9079,Dirty water in taps which they stated was because of tank cleaning.,4,Goa Woodlands Hotel
9080,Facilities in comparison to money value is excellent. Big rooms with very good facilities. Located properly in Madgaon very near to Madgaon railway station. Only negative feedback is about high charge for mineral water,5,Goa Woodlands Hotel
9081,"I had to wait for approximately 2 hours to get the room. They even didn't ask for water or anything else.
Room didn't have a refrigerator. Breakfast was nice but food taste was not good. Other than that everything was good as expected.",4,Goa Woodlands Hotel
9082,"Hotel is good and lift facility is not so good. Close proximity to railway station, good service, Bath room fittings are old and not good. Food is good. Ambience of the hotel and room is good, well maintained. Room is quite spacious. No remote for Air condition. Rest all OK. Breakfast was not so great.",3,Goa Woodlands Hotel
9083,"Quite Hotel, centrally located, helpful staff and good food",5,Goa Woodlands Hotel
9084,"Room were spacious, we checked in late around 12 at night and still could get milk for baby within 2 mins of placing through room service. I highly recommend this place. The only disadvantage is that it is far away from north Goa, but if you want to spend time in south Goa. This place is highly recommended.",5,Goa Woodlands Hotel
9085,"Good stay experience, good staff, good behavior, good service. All experience is good related Goa woodland hotel. MakeMyTrip always provided good service. Location is some outside from city route but OK.",5,Goa Woodlands Hotel
9086,"Nice service, good food and spacious rooms",4,Goa Woodlands Hotel
9087,Good experience and service. Placed in the centre of city accessible to transport and market. Will surely recommend the hotel to other colleagues and friends during their stay. Overall a good experience.,5,Goa Woodlands Hotel
9088,Hotel is ideally located and good to stay for business as well as vacation. Staff was courteous and helped me in making early check-in as the normal check-in time is 12:00 noon.,5,Goa Woodlands Hotel
9089,"Hotel Rooms & lobbies were very clean & maintained. Staff was very co-operative & professional. Restaurant & Bar was well equipped & was reasonably priced for standards. By Location, though near market, it's very peaceful.",5,Goa Woodlands Hotel
9090,Everything is good here about service and facilities. I would like to suggest only about drier in bathroom. I stayed here for three nights with my family and I am satisfied with all the staff and food. Location of hotel is also very good and is in calm place. Market is near for shopping. Bus stand is also at walk-able distance. Good I like it.,3,Goa Woodlands Hotel
9091,"If you are going with the family, awesome place to stay. Hotel cleanliness is good, staff is good, food is good, the most important wash rooms are neat it was good stay. Complimentary breakfast is good one request, PLEASE USE MILK TO MAKE COFFEE",5,Goa Woodlands Hotel
9092,Location is very near to Madgaon station and main bus stand. Rooms are good but no scenic view.,4,Goa Woodlands Hotel
9093,All systems are good work and nice behavior,5,Goa Woodlands Hotel
9094,I personally felt that the Hotel look and feel should have been improved compared with money spent.,3,Goa Woodlands Hotel
9095,Room should be ventilated at least from any side apart from door.,4,Goa Woodlands Hotel
